time,pm2_5,pm10,carbon_dioxide,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,date
2023-05-14 07:00:00+00:00,18.6,31.2,,175.0,3.3,13.1,92.0,2023-05-14
2023-05-15 07:00:00+00:00,31.7,53.3,,219.0,5.0,17.7,101.0,2023-05-15
2023-05-16 07:00:00+00:00,25.6,44.7,,201.0,4.4,15.3,99.0,2023-05-16
2023-05-17 07:00:00+00:00,34.3,58.3,,333.0,8.3,37.6,156.0,2023-05-17
2023-05-18 07:00:00+00:00,30.7,57.3,,311.0,10.4,31.5,132.0,2023-05-18
2023-05-19 07:00:00+00:00,32.4,58.4,,339.0,13.5,34.6,131.0,2023-05-19
2023-05-20 07:00:00+00:00,28.6,70.1,,265.0,8.6,25.4,114.0,2023-05-20
2023-05-21 07:00:00+00:00,24.2,60.3,,210.0,5.4,16.5,103.0,2023-05-21
2023-05-22 07:00:00+00:00,30.3,63.8,,279.0,8.8,28.0,124.0,2023-05-22
2023-05-23 07:00:00+00:00,33.1,65.4,,327.0,14.1,36.0,125.0,2023-05-23
2023-05-24 07:00:00+00:00,26.5,56.2,,239.0,7.4,22.0,99.0,2023-05-24
2023-05-25 07:00:00+00:00,19.8,35.9,,172.0,3.3,13.3,90.0,2023-05-25
2023-05-26 07:00:00+00:00,26.1,44.9,,177.0,3.1,11.5,86.0,2023-05-26
2023-05-27 07:00:00+00:00,22.9,44.2,,145.0,2.3,7.2,82.0,2023-05-27
2023-05-28 07:00:00+00:00,20.3,37.4,,165.0,3.7,10.6,91.0,2023-05-28
2023-05-29 07:00:00+00:00,30.0,55.1,,293.0,9.6,31.2,123.0,2023-05-29
2023-05-30 07:00:00+00:00,39.0,67.8,,378.0,14.8,44.9,138.0,2023-05-30
2023-05-31 07:00:00+00:00,35.3,62.9,,342.0,12.9,40.4,130.0,2023-05-31
2023-06-01 07:00:00+00:00,24.6,51.5,,189.0,5.7,24.2,86.0,2023-06-01
2023-06-02 07:00:00+00:00,22.8,44.9,,209.0,6.2,18.2,88.0,2023-06-02
2023-06-03 07:00:00+00:00,19.7,38.8,,155.0,3.6,11.3,78.0,2023-06-03
2023-06-04 07:00:00+00:00,25.5,47.3,,224.0,7.7,19.9,80.0,2023-06-04
2023-06-05 07:00:00+00:00,18.9,40.3,,153.0,3.4,11.5,79.0,2023-06-05
2023-06-06 07:00:00+00:00,25.4,65.4,,158.0,3.3,11.9,86.0,2023-06-06
2023-06-07 07:00:00+00:00,20.0,54.9,,133.0,2.1,7.8,74.0,2023-06-07
2023-06-08 07:00:00+00:00,17.3,29.6,,116.0,2.3,8.2,70.0,2023-06-08
2023-06-09 07:00:00+00:00,14.6,24.1,,94.0,1.6,5.3,55.0,2023-06-09
2023-06-10 07:00:00+00:00,13.2,22.4,,96.0,1.7,5.3,63.0,2023-06-10
2023-06-11 07:00:00+00:00,15.1,28.0,,104.0,1.6,4.7,63.0,2023-06-11
2023-06-12 07:00:00+00:00,15.1,27.9,,98.0,1.5,4.5,59.0,2023-06-12
2023-06-13 07:00:00+00:00,22.2,42.0,,88.0,1.3,3.8,56.0,2023-06-13
2023-06-14 07:00:00+00:00,20.1,38.6,,86.0,1.4,4.3,55.0,2023-06-14
2023-06-15 07:00:00+00:00,21.0,42.0,,86.0,1.3,4.2,50.0,2023-06-15
2023-06-16 07:00:00+00:00,21.6,43.9,,87.0,1.3,4.1,49.0,2023-06-16
2023-06-17 07:00:00+00:00,22.5,47.6,,107.0,2.4,7.7,52.0,2023-06-17
2023-06-18 07:00:00+00:00,23.9,52.4,,124.0,2.6,8.7,58.0,2023-06-18
2023-06-19 07:00:00+00:00,24.1,53.2,,128.0,3.1,10.4,61.0,2023-06-19
2023-06-20 07:00:00+00:00,22.1,48.3,,117.0,2.4,8.9,63.0,2023-06-20
2023-06-21 07:00:00+00:00,22.5,51.2,,127.0,2.9,10.6,63.0,2023-06-21
2023-06-22 07:00:00+00:00,23.2,49.7,,122.0,3.1,11.2,60.0,2023-06-22
2023-06-23 07:00:00+00:00,20.1,37.1,,107.0,2.7,8.6,57.0,2023-06-23
2023-06-24 07:00:00+00:00,19.1,34.8,,122.0,3.2,10.5,61.0,2023-06-24
2023-06-25 07:00:00+00:00,21.6,39.8,,112.0,4.1,7.0,57.0,2023-06-25
2023-06-26 07:00:00+00:00,25.4,49.0,,122.0,4.4,8.1,54.0,2023-06-26
2023-06-27 07:00:00+00:00,22.0,42.0,,108.0,3.1,7.1,56.0,2023-06-27
2023-06-28 07:00:00+00:00,14.7,30.5,,128.0,3.7,5.2,60.0,2023-06-28
2023-06-29 07:00:00+00:00,17.3,31.4,,119.0,4.1,4.5,52.0,2023-06-29
2023-06-30 07:00:00+00:00,16.6,32.6,,116.0,3.2,4.9,54.0,2023-06-30
2023-07-01 07:00:00+00:00,20.7,43.1,,119.0,3.7,4.3,51.0,2023-07-01
2023-07-02 07:00:00+00:00,15.2,31.2,,102.0,2.4,5.9,52.0,2023-07-02
2023-07-03 07:00:00+00:00,12.7,25.8,,119.0,3.4,9.3,63.0,2023-07-03
2023-07-04 07:00:00+00:00,15.5,38.9,,126.0,3.8,7.1,61.0,2023-07-04
2023-07-05 07:00:00+00:00,14.2,33.5,,124.0,3.0,6.0,65.0,2023-07-05
2023-07-06 07:00:00+00:00,20.1,36.4,,121.0,4.6,4.5,51.0,2023-07-06
2023-07-07 07:00:00+00:00,15.9,29.0,,109.0,3.9,5.0,56.0,2023-07-07
2023-07-08 07:00:00+00:00,23.0,51.7,,103.0,2.2,4.3,62.0,2023-07-08
2023-07-09 07:00:00+00:00,21.8,51.7,,103.0,1.9,5.0,55.0,2023-07-09
2023-07-10 07:00:00+00:00,17.9,44.7,,96.0,2.1,5.4,54.0,2023-07-10
2023-07-11 07:00:00+00:00,18.0,44.4,,108.0,2.6,6.1,53.0,2023-07-11
2023-07-12 07:00:00+00:00,17.5,41.9,,112.0,3.9,8.1,45.0,2023-07-12
2023-07-13 07:00:00+00:00,14.8,34.5,,102.0,3.4,6.9,48.0,2023-07-13
2023-07-14 07:00:00+00:00,17.3,39.0,,108.0,3.7,5.0,47.0,2023-07-14
2023-07-15 07:00:00+00:00,18.4,40.6,,105.0,3.2,8.0,50.0,2023-07-15
2023-07-16 07:00:00+00:00,16.6,36.2,,106.0,2.9,6.5,51.0,2023-07-16
2023-07-17 07:00:00+00:00,16.0,32.6,,111.0,3.6,5.4,49.0,2023-07-17
2023-07-18 07:00:00+00:00,21.6,41.4,,101.0,3.9,4.6,47.0,2023-07-18
2023-07-19 07:00:00+00:00,22.8,42.1,,95.0,3.9,4.9,51.0,2023-07-19
2023-07-20 07:00:00+00:00,26.8,54.5,,105.0,2.8,3.5,44.0,2023-07-20
2023-07-21 07:00:00+00:00,23.2,53.6,,105.0,2.7,5.9,56.0,2023-07-21
2023-07-22 07:00:00+00:00,26.5,51.0,,98.0,3.7,4.6,49.0,2023-07-22
2023-07-23 07:00:00+00:00,21.6,38.8,,95.0,3.1,3.7,41.0,2023-07-23
2023-07-24 07:00:00+00:00,18.3,36.0,,93.0,2.1,4.4,53.0,2023-07-24
2023-07-25 07:00:00+00:00,18.6,42.7,,98.0,3.0,4.3,53.0,2023-07-25
2023-07-26 07:00:00+00:00,20.3,43.8,,99.0,3.3,5.0,55.0,2023-07-26
2023-07-27 07:00:00+00:00,20.4,43.3,,104.0,3.5,4.7,50.0,2023-07-27
2023-07-28 07:00:00+00:00,18.8,36.6,,103.0,4.5,5.9,43.0,2023-07-28
2023-07-29 07:00:00+00:00,20.4,44.1,,89.0,2.5,5.0,46.0,2023-07-29
2023-07-30 07:00:00+00:00,17.3,38.6,,87.0,2.2,5.5,48.0,2023-07-30
2023-07-31 07:00:00+00:00,17.2,45.5,,90.0,2.4,5.0,49.0,2023-07-31
2023-08-01 07:00:00+00:00,17.6,46.7,,101.0,2.4,5.6,53.0,2023-08-01
2023-08-02 07:00:00+00:00,18.6,46.1,,109.0,2.9,5.1,52.0,2023-08-02
2023-08-03 07:00:00+00:00,15.9,35.3,,96.0,1.9,4.3,51.0,2023-08-03
2023-08-04 07:00:00+00:00,17.5,39.5,,89.0,2.3,4.3,47.0,2023-08-04
2023-08-05 07:00:00+00:00,19.2,37.1,,85.0,2.0,5.1,52.0,2023-08-05
2023-08-06 07:00:00+00:00,17.8,35.3,,96.0,2.4,6.2,53.0,2023-08-06
2023-08-07 07:00:00+00:00,17.7,38.4,,92.0,1.7,4.7,52.0,2023-08-07
2023-08-08 07:00:00+00:00,15.8,35.9,,93.0,2.1,5.4,54.0,2023-08-08
2023-08-09 07:00:00+00:00,17.6,42.7,,107.0,2.9,6.2,49.0,2023-08-09
2023-08-10 07:00:00+00:00,17.5,47.0,,108.0,2.8,7.8,56.0,2023-08-10
2023-08-11 07:00:00+00:00,18.3,47.8,,112.0,3.4,8.7,56.0,2023-08-11
2023-08-12 07:00:00+00:00,18.2,51.5,,118.0,3.1,8.3,62.0,2023-08-12
2023-08-13 07:00:00+00:00,18.3,42.7,,106.0,2.5,5.5,52.0,2023-08-13
2023-08-14 07:00:00+00:00,19.3,40.9,,99.0,1.7,4.8,52.0,2023-08-14
2023-08-15 07:00:00+00:00,18.3,42.5,,89.0,2.7,6.8,49.0,2023-08-15
2023-08-16 07:00:00+00:00,16.6,38.1,,115.0,3.0,8.6,54.0,2023-08-16
2023-08-17 07:00:00+00:00,15.3,33.9,,105.0,2.7,7.2,59.0,2023-08-17
2023-08-18 07:00:00+00:00,14.8,29.6,,110.0,3.0,7.2,59.0,2023-08-18
2023-08-19 07:00:00+00:00,18.5,42.7,,122.0,4.0,7.9,60.0,2023-08-19
2023-08-20 07:00:00+00:00,16.5,36.9,,107.0,4.1,8.7,63.0,2023-08-20
2023-08-21 07:00:00+00:00,16.7,43.0,,95.0,3.2,6.9,59.0,2023-08-21
2023-08-22 07:00:00+00:00,15.5,33.8,,107.0,3.8,8.9,52.0,2023-08-22
2023-08-23 07:00:00+00:00,11.3,27.1,,95.0,2.6,6.9,45.0,2023-08-23
2023-08-24 07:00:00+00:00,10.5,24.0,,109.0,2.3,5.8,39.0,2023-08-24
2023-08-25 07:00:00+00:00,10.2,20.3,,87.0,2.1,6.2,40.0,2023-08-25
2023-08-26 07:00:00+00:00,13.0,26.0,,86.0,2.0,5.6,41.0,2023-08-26
2023-08-27 07:00:00+00:00,10.5,23.1,,78.0,2.2,6.0,44.0,2023-08-27
2023-08-28 07:00:00+00:00,11.8,26.2,,99.0,2.5,6.7,44.0,2023-08-28
2023-08-29 07:00:00+00:00,13.4,33.3,,111.0,3.0,8.4,53.0,2023-08-29
2023-08-30 07:00:00+00:00,18.3,43.0,,157.0,6.0,19.1,64.0,2023-08-30
2023-08-31 07:00:00+00:00,32.8,72.4,,250.0,13.4,41.2,158.0,2023-08-31
2023-09-01 07:00:00+00:00,28.9,68.7,,236.0,13.5,35.7,137.0,2023-09-01
2023-09-02 07:00:00+00:00,25.1,49.4,,224.0,10.6,31.0,124.0,2023-09-02
2023-09-03 07:00:00+00:00,17.2,49.4,,115.0,4.2,9.5,77.0,2023-09-03
2023-09-04 07:00:00+00:00,20.0,56.7,,134.0,3.1,8.0,77.0,2023-09-04
2023-09-05 07:00:00+00:00,21.2,52.4,,148.0,4.0,11.5,93.0,2023-09-05
2023-09-06 07:00:00+00:00,23.6,67.5,,111.0,2.5,6.8,72.0,2023-09-06
2023-09-07 07:00:00+00:00,22.9,52.0,,119.0,4.3,6.9,67.0,2023-09-07
2023-09-08 07:00:00+00:00,19.4,43.9,,113.0,4.5,5.9,61.0,2023-09-08
2023-09-09 07:00:00+00:00,15.7,33.8,,123.0,3.5,7.8,66.0,2023-09-09
2023-09-10 07:00:00+00:00,14.2,30.3,,117.0,3.0,7.9,55.0,2023-09-10
2023-09-11 07:00:00+00:00,15.1,29.9,,118.0,3.5,6.9,55.0,2023-09-11
2023-09-12 07:00:00+00:00,13.5,28.5,,113.0,2.3,7.0,57.0,2023-09-12
2023-09-13 07:00:00+00:00,13.6,30.4,,101.0,2.6,7.5,51.0,2023-09-13
2023-09-14 07:00:00+00:00,14.2,34.8,,141.0,3.5,11.4,58.0,2023-09-14
2023-09-15 07:00:00+00:00,9.4,22.4,,127.0,3.0,9.7,50.0,2023-09-15
2023-09-16 07:00:00+00:00,12.8,25.8,,112.0,3.5,5.6,38.0,2023-09-16
2023-09-17 07:00:00+00:00,16.7,35.7,,109.0,2.4,5.0,43.0,2023-09-17
2023-09-18 07:00:00+00:00,16.6,35.0,,111.0,1.5,4.6,48.0,2023-09-18
2023-09-19 07:00:00+00:00,11.9,23.8,,123.0,2.1,5.1,48.0,2023-09-19
2023-09-20 07:00:00+00:00,13.2,25.6,,107.0,2.0,4.2,47.0,2023-09-20
2023-09-21 07:00:00+00:00,6.8,12.5,,122.0,2.6,6.2,57.0,2023-09-21
2023-09-22 07:00:00+00:00,13.9,28.6,,131.0,6.2,13.5,42.0,2023-09-22
2023-09-23 07:00:00+00:00,9.3,15.0,,153.0,8.3,12.6,44.0,2023-09-23
2023-09-24 07:00:00+00:00,13.4,26.3,,131.0,5.8,12.4,54.0,2023-09-24
2023-09-25 07:00:00+00:00,13.5,27.3,,162.0,5.0,13.0,72.0,2023-09-25
2023-09-26 07:00:00+00:00,13.7,23.9,,188.0,7.7,17.0,95.0,2023-09-26
2023-09-27 07:00:00+00:00,20.3,36.9,,225.0,12.6,22.7,117.0,2023-09-27
2023-09-28 07:00:00+00:00,43.2,73.1,,389.0,20.1,37.3,142.0,2023-09-28
2023-09-29 07:00:00+00:00,47.5,71.2,,490.0,17.6,51.7,218.0,2023-09-29
2023-09-30 07:00:00+00:00,33.3,49.6,,383.0,9.7,32.4,242.0,2023-09-30
2023-10-01 07:00:00+00:00,49.4,89.4,,379.0,14.7,32.6,162.0,2023-10-01
2023-10-02 07:00:00+00:00,31.3,92.7,,142.0,3.2,8.5,94.0,2023-10-02
2023-10-03 07:00:00+00:00,24.6,100.6,,157.0,3.7,12.1,113.0,2023-10-03
2023-10-04 07:00:00+00:00,33.9,102.0,,216.0,7.1,26.0,172.0,2023-10-04
2023-10-05 07:00:00+00:00,41.9,105.2,,255.0,8.4,31.3,207.0,2023-10-05
2023-10-06 07:00:00+00:00,45.1,100.8,,239.0,9.0,30.7,183.0,2023-10-06
2023-10-07 07:00:00+00:00,48.0,95.5,,246.0,8.6,29.1,190.0,2023-10-07
2023-10-08 07:00:00+00:00,54.4,101.7,,290.0,6.6,31.9,207.0,2023-10-08
2023-10-09 07:00:00+00:00,58.3,104.8,,348.0,7.2,33.9,234.0,2023-10-09
2023-10-10 07:00:00+00:00,30.0,47.8,,277.0,7.8,25.5,214.0,2023-10-10
2023-10-11 07:00:00+00:00,21.5,36.6,,260.0,8.1,22.9,167.0,2023-10-11
2023-10-12 07:00:00+00:00,25.1,44.7,,226.0,7.0,22.3,161.0,2023-10-12
2023-10-13 07:00:00+00:00,69.8,115.7,,519.0,9.8,47.4,306.0,2023-10-13
2023-10-14 07:00:00+00:00,77.8,128.1,,612.0,11.5,62.2,374.0,2023-10-14
2023-10-15 07:00:00+00:00,70.5,116.4,,508.0,11.6,42.5,320.0,2023-10-15
2023-10-16 07:00:00+00:00,62.2,99.0,,505.0,11.7,34.9,324.0,2023-10-16
2023-10-17 07:00:00+00:00,66.4,108.0,,447.0,10.8,31.3,228.0,2023-10-17
2023-10-18 07:00:00+00:00,68.7,108.7,,548.0,11.7,34.7,350.0,2023-10-18
2023-10-19 07:00:00+00:00,55.1,89.2,,418.0,11.0,24.5,266.0,2023-10-19
2023-10-20 07:00:00+00:00,72.9,118.7,,547.0,15.0,42.9,312.0,2023-10-20
2023-10-21 07:00:00+00:00,67.3,109.4,,470.0,10.8,23.5,246.0,2023-10-21
2023-10-22 07:00:00+00:00,93.8,153.2,,629.0,14.0,51.9,352.0,2023-10-22
2023-10-23 07:00:00+00:00,85.2,145.8,,651.0,12.3,47.3,351.0,2023-10-23
2023-10-24 07:00:00+00:00,62.4,108.3,,607.0,12.9,36.0,341.0,2023-10-24
2023-10-25 07:00:00+00:00,54.7,92.9,,585.0,13.4,33.7,327.0,2023-10-25
2023-10-26 07:00:00+00:00,44.7,78.5,,461.0,11.2,28.5,275.0,2023-10-26
2023-10-27 07:00:00+00:00,46.3,78.9,,510.0,13.3,34.3,313.0,2023-10-27
2023-10-28 07:00:00+00:00,45.4,77.8,,461.0,11.7,27.2,258.0,2023-10-28
2023-10-29 07:00:00+00:00,48.2,79.2,,490.0,12.2,29.5,268.0,2023-10-29
2023-10-30 07:00:00+00:00,53.1,87.3,,554.0,13.7,31.8,287.0,2023-10-30
2023-10-31 07:00:00+00:00,70.5,115.3,,638.0,14.6,45.9,343.0,2023-10-31
2023-11-01 07:00:00+00:00,50.6,82.7,,406.0,9.7,30.2,242.0,2023-11-01
2023-11-02 07:00:00+00:00,48.1,71.9,,570.0,13.9,32.1,307.0,2023-11-02
2023-11-03 07:00:00+00:00,62.9,97.1,,581.0,13.3,33.2,304.0,2023-11-03
2023-11-04 07:00:00+00:00,63.3,101.3,,516.0,12.9,25.8,252.0,2023-11-04
2023-11-05 07:00:00+00:00,71.9,113.4,,521.0,8.7,25.9,217.0,2023-11-05
2023-11-06 07:00:00+00:00,59.6,93.4,,601.0,13.0,36.0,301.0,2023-11-06
2023-11-07 07:00:00+00:00,54.9,88.7,,481.0,13.0,34.7,231.0,2023-11-07
2023-11-08 07:00:00+00:00,26.1,38.1,,290.0,6.2,16.5,143.0,2023-11-08
2023-11-09 07:00:00+00:00,55.8,83.4,,501.0,11.8,54.0,289.0,2023-11-09
2023-11-10 07:00:00+00:00,49.4,77.3,,436.0,11.3,45.6,211.0,2023-11-10
2023-11-11 07:00:00+00:00,59.3,94.8,,513.0,15.0,31.9,264.0,2023-11-11
2023-11-12 07:00:00+00:00,60.1,96.4,,660.0,15.1,28.2,298.0,2023-11-12
2023-11-13 07:00:00+00:00,63.1,103.4,,619.0,14.8,29.5,269.0,2023-11-13
2023-11-14 07:00:00+00:00,69.8,114.8,,582.0,14.1,36.2,266.0,2023-11-14
2023-11-15 07:00:00+00:00,58.8,95.0,,480.0,12.8,36.1,247.0,2023-11-15
2023-11-16 07:00:00+00:00,67.3,112.0,,490.0,11.5,36.8,216.0,2023-11-16
2023-11-17 07:00:00+00:00,73.6,124.3,,502.0,8.8,34.1,213.0,2023-11-17
2023-11-18 07:00:00+00:00,82.0,133.6,,678.0,17.0,52.4,275.0,2023-11-18
2023-11-19 07:00:00+00:00,78.2,125.3,,675.0,15.2,40.0,310.0,2023-11-19
2023-11-20 07:00:00+00:00,59.6,91.3,,617.0,14.5,29.9,271.0,2023-11-20
2023-11-21 07:00:00+00:00,46.1,68.9,,421.0,10.4,25.2,200.0,2023-11-21
2023-11-22 07:00:00+00:00,52.4,77.5,,509.0,14.7,35.7,246.0,2023-11-22
2023-11-23 07:00:00+00:00,58.7,86.8,,488.0,12.5,33.1,251.0,2023-11-23
2023-11-24 07:00:00+00:00,35.9,52.2,,454.0,11.3,24.2,218.0,2023-11-24
2023-11-25 07:00:00+00:00,17.6,25.6,,291.0,4.9,13.1,144.0,2023-11-25
2023-11-26 07:00:00+00:00,21.9,33.3,,297.0,11.4,18.6,106.0,2023-11-26
2023-11-27 07:00:00+00:00,15.2,22.9,,288.0,10.5,28.9,122.0,2023-11-27
2023-11-28 07:00:00+00:00,21.4,32.5,,311.0,10.7,35.6,162.0,2023-11-28
2023-11-29 07:00:00+00:00,40.3,61.9,,393.0,8.5,39.1,202.0,2023-11-29
2023-11-30 07:00:00+00:00,58.1,89.4,,443.0,9.0,47.2,219.0,2023-11-30
2023-12-01 07:00:00+00:00,61.2,93.6,,463.0,8.6,50.4,209.0,2023-12-01
2023-12-02 07:00:00+00:00,60.5,90.6,,522.0,11.2,54.8,247.0,2023-12-02
2023-12-03 07:00:00+00:00,49.4,72.2,,622.0,16.1,41.1,278.0,2023-12-03
2023-12-04 07:00:00+00:00,39.2,56.5,,501.0,14.2,32.3,239.0,2023-12-04
2023-12-05 07:00:00+00:00,40.4,58.3,,484.0,12.7,32.3,207.0,2023-12-05
2023-12-06 07:00:00+00:00,44.1,64.0,,455.0,11.4,36.5,184.0,2023-12-06
2023-12-07 07:00:00+00:00,37.3,53.7,,394.0,13.1,36.1,150.0,2023-12-07
2023-12-08 07:00:00+00:00,46.2,66.8,,482.0,16.4,46.5,211.0,2023-12-08
2023-12-09 07:00:00+00:00,44.2,63.6,,489.0,14.3,37.7,230.0,2023-12-09
2023-12-10 07:00:00+00:00,32.7,47.0,,411.0,11.4,28.3,177.0,2023-12-10
2023-12-11 07:00:00+00:00,38.5,55.4,,461.0,14.6,34.0,229.0,2023-12-11
2023-12-12 07:00:00+00:00,36.6,52.7,,409.0,13.6,37.8,205.0,2023-12-12
2023-12-13 07:00:00+00:00,42.7,61.9,,456.0,16.9,52.9,226.0,2023-12-13
2023-12-14 07:00:00+00:00,31.5,45.6,,348.0,7.9,20.9,173.0,2023-12-14
2023-12-15 07:00:00+00:00,30.6,39.5,,340.0,8.9,25.5,174.0,2023-12-15
2023-12-16 07:00:00+00:00,42.7,63.8,,391.0,14.2,35.9,198.0,2023-12-16
2023-12-17 07:00:00+00:00,52.7,78.7,,465.0,12.3,29.3,181.0,2023-12-17
2023-12-18 07:00:00+00:00,48.5,72.9,,402.0,8.9,23.6,142.0,2023-12-18
2023-12-19 07:00:00+00:00,52.2,78.5,,390.0,11.0,30.3,149.0,2023-12-19
2023-12-20 07:00:00+00:00,38.3,57.6,,430.0,17.1,41.1,157.0,2023-12-20
2023-12-21 07:00:00+00:00,44.1,66.8,,491.0,19.9,38.1,140.0,2023-12-21
2023-12-22 07:00:00+00:00,71.0,108.0,,780.0,25.4,53.2,260.0,2023-12-22
2023-12-23 07:00:00+00:00,75.9,114.6,,853.0,18.9,50.0,355.0,2023-12-23
2023-12-24 07:00:00+00:00,54.6,82.7,,698.0,19.6,36.3,276.0,2023-12-24
2023-12-25 07:00:00+00:00,61.0,95.0,,639.0,17.2,35.1,251.0,2023-12-25
2023-12-26 07:00:00+00:00,68.2,104.5,,767.0,19.5,40.5,289.0,2023-12-26
2023-12-27 07:00:00+00:00,61.0,93.4,,694.0,16.8,38.7,290.0,2023-12-27
2023-12-28 07:00:00+00:00,73.6,113.6,,759.0,20.7,38.2,261.0,2023-12-28
2023-12-29 07:00:00+00:00,68.9,105.0,,742.0,18.2,44.3,288.0,2023-12-29
2023-12-30 07:00:00+00:00,69.6,105.5,,754.0,18.0,59.3,295.0,2023-12-30
2023-12-31 07:00:00+00:00,64.0,96.9,,665.0,16.4,44.0,268.0,2023-12-31
2024-01-01 07:00:00+00:00,56.2,84.3,,630.0,15.7,44.7,254.0,2024-01-01
2024-01-02 07:00:00+00:00,74.0,113.6,,657.0,14.8,44.6,232.0,2024-01-02
2024-01-03 07:00:00+00:00,72.2,110.4,,643.0,14.1,43.8,216.0,2024-01-03
2024-01-04 07:00:00+00:00,65.4,100.8,,575.0,12.1,36.6,196.0,2024-01-04
2024-01-05 07:00:00+00:00,75.7,116.6,,615.0,16.0,50.4,217.0,2024-01-05
2024-01-06 07:00:00+00:00,73.1,112.5,,591.0,15.6,33.7,201.0,2024-01-06
2024-01-07 07:00:00+00:00,62.6,95.7,,640.0,19.0,41.9,223.0,2024-01-07
2024-01-08 07:00:00+00:00,32.1,48.7,,479.0,13.8,27.0,170.0,2024-01-08
2024-01-09 07:00:00+00:00,56.8,91.5,,368.0,7.8,27.3,142.0,2024-01-09
2024-01-10 07:00:00+00:00,29.3,44.4,,386.0,18.9,34.6,134.0,2024-01-10
2024-01-11 07:00:00+00:00,43.7,64.0,,560.0,21.1,35.4,222.0,2024-01-11
2024-01-12 07:00:00+00:00,46.6,68.0,,698.0,21.4,28.1,270.0,2024-01-12
2024-01-13 07:00:00+00:00,50.5,74.3,,679.0,22.4,32.7,289.0,2024-01-13
2024-01-14 07:00:00+00:00,45.8,67.1,,552.0,16.6,42.4,222.0,2024-01-14
2024-01-15 07:00:00+00:00,20.1,30.5,,281.0,12.3,31.0,154.0,2024-01-15
2024-01-16 07:00:00+00:00,37.0,54.1,,469.0,13.6,69.5,192.0,2024-01-16
2024-01-17 07:00:00+00:00,38.4,60.3,,374.0,10.0,38.7,195.0,2024-01-17
2024-01-18 07:00:00+00:00,50.6,92.0,,418.0,7.6,50.8,185.0,2024-01-18
2024-01-19 07:00:00+00:00,55.1,93.4,,494.0,13.3,64.0,224.0,2024-01-19
2024-01-20 07:00:00+00:00,78.0,121.1,,670.0,12.2,65.0,236.0,2024-01-20
2024-01-21 07:00:00+00:00,54.4,82.4,,548.0,14.9,45.0,228.0,2024-01-21
2024-01-22 07:00:00+00:00,57.7,87.5,,633.0,17.9,64.7,245.0,2024-01-22
2024-01-23 07:00:00+00:00,28.4,44.7,,340.0,10.7,23.9,161.0,2024-01-23
2024-01-24 07:00:00+00:00,30.4,44.5,,420.0,14.2,28.2,190.0,2024-01-24
2024-01-25 07:00:00+00:00,39.9,58.2,,505.0,18.9,36.8,209.0,2024-01-25
2024-01-26 07:00:00+00:00,58.4,85.4,,714.0,22.2,38.2,298.0,2024-01-26
2024-01-27 07:00:00+00:00,59.4,87.8,,701.0,24.0,33.4,295.0,2024-01-27
2024-01-28 07:00:00+00:00,60.1,90.8,,699.0,24.8,37.1,303.0,2024-01-28
2024-01-29 07:00:00+00:00,58.1,93.4,,574.0,17.7,41.6,231.0,2024-01-29
2024-01-30 07:00:00+00:00,52.9,81.7,,508.0,15.0,39.8,217.0,2024-01-30
2024-01-31 07:00:00+00:00,53.3,93.8,,498.0,12.6,44.6,236.0,2024-01-31
2024-02-01 07:00:00+00:00,35.5,73.3,,287.0,7.1,22.1,161.0,2024-02-01
2024-02-02 07:00:00+00:00,39.7,75.7,,345.0,11.6,35.4,180.0,2024-02-02
2024-02-03 07:00:00+00:00,53.2,84.8,,642.0,20.3,29.0,274.0,2024-02-03
2024-02-04 07:00:00+00:00,64.7,100.1,,707.0,21.5,42.7,297.0,2024-02-04
2024-02-05 07:00:00+00:00,46.8,97.1,,490.0,13.5,34.1,260.0,2024-02-05
2024-02-06 07:00:00+00:00,44.6,108.5,,502.0,17.7,37.3,249.0,2024-02-06
2024-02-07 07:00:00+00:00,53.1,107.6,,503.0,13.5,39.3,217.0,2024-02-07
2024-02-08 07:00:00+00:00,35.3,73.1,,369.0,11.1,22.9,188.0,2024-02-08
2024-02-09 07:00:00+00:00,48.1,80.6,,471.0,12.7,33.7,218.0,2024-02-09
2024-02-10 07:00:00+00:00,39.3,61.9,,462.0,12.0,34.9,206.0,2024-02-10
2024-02-11 07:00:00+00:00,47.8,73.3,,498.0,11.6,41.5,220.0,2024-02-11
2024-02-12 07:00:00+00:00,63.3,97.8,,589.0,13.2,49.8,253.0,2024-02-12
2024-02-13 07:00:00+00:00,54.6,86.4,,484.0,12.3,46.4,221.0,2024-02-13
2024-02-14 07:00:00+00:00,66.4,103.4,,485.0,14.4,33.1,202.0,2024-02-14
2024-02-15 07:00:00+00:00,53.4,84.8,,526.0,12.9,25.7,233.0,2024-02-15
2024-02-16 07:00:00+00:00,86.6,131.8,,894.0,19.2,42.3,369.0,2024-02-16
2024-02-17 07:00:00+00:00,105.0,163.0,,1003.0,13.0,50.5,434.0,2024-02-17
2024-02-18 07:00:00+00:00,97.3,147.6,,900.0,16.6,59.9,419.0,2024-02-18
2024-02-19 07:00:00+00:00,66.4,99.9,,638.0,15.3,38.2,326.0,2024-02-19
2024-02-20 07:00:00+00:00,29.1,43.8,,349.0,13.0,28.2,190.0,2024-02-20
2024-02-21 07:00:00+00:00,23.3,40.5,,257.0,7.7,21.0,143.0,2024-02-21
